 
 Relatorio dos beneficios  da geracao das usinas a GNL
 
------;------;------;------;------;--------------;------;------------;------------;
      ;      ;      ;      ;      ;              ;      ; Benef_GNL  ;    Custo   ;
 PER  ; CEN  ; SIS  ;  K   ;  Num ;     Usina    ; PAT  ; (R$/MW.H)  ;    (MW.H)   ;
------;------;------;------;------;--------------;------;------------;------------;
    6 ;   21 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  3   ;      20.00 ;     103.74 ;
    6 ;   21 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  1   ;      20.05 ;     151.42 ;
    6 ;   21 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  2   ;      20.05 ;     151.42 ;
    6 ;   21 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  3   ;      20.00 ;     151.42 ;
    6 ;   21 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  1   ;      19.79 ;     229.69 ;
    6 ;   21 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  2   ;      19.79 ;     229.69 ;
    6 ;   21 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  3   ;      18.97 ;     229.69 ;
    6 ;   22 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  1   ;      20.05 ;     103.74 ;
    6 ;   22 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  2   ;      20.05 ;     103.74 ;
    6 ;   22 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  3   ;      20.00 ;     103.74 ;
    6 ;   22 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  1   ;      20.05 ;     151.42 ;
    6 ;   22 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  2   ;      20.05 ;     151.42 ;
    6 ;   22 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  3   ;      20.00 ;     151.42 ;
    6 ;   22 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  1   ;      19.79 ;     229.69 ;
    6 ;   22 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  2   ;      19.79 ;     229.69 ;
    6 ;   22 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  3   ;      18.97 ;     229.69 ;
    6 ;   23 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  1   ;      43.36 ;     103.74 ;
    6 ;   23 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  2   ;      43.36 ;     103.74 ;
    6 ;   23 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  3   ;      43.26 ;     103.74 ;
    6 ;   23 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  1   ;      43.36 ;     151.42 ;
    6 ;   23 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  2   ;      43.36 ;     151.42 ;
    6 ;   23 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  3   ;      43.26 ;     151.42 ;
    6 ;   23 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  1   ;      42.99 ;     229.69 ;
    6 ;   23 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  2   ;      42.99 ;     229.69 ;
    6 ;   23 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  3   ;      41.39 ;     229.69 ;
    6 ;   24 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  1   ;      67.58 ;     103.74 ;
    6 ;   24 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  2   ;      67.58 ;     103.74 ;
